generation,individual,fitness_f1,learning_rate,epochs,batch_size,dropout1,dropout2,dropout3,h1,h2,h3,patience
16,2,0.6792452830188679,0.003804517928356596,70,16,0.4,0.4,0.2,64,32,16,8
16,3,0.6666666666666667,0.01,76,16,0.4,0.0,0.0,64,32,16,8
16,4,0.44155844155844154,0.005213981690509149,76,64,0.3,0.3,0.3,64,32,16,8
16,5,0.024096385542168672,0.005677918413839926,67,16,0.4,0.0,0.0,64,32,16,8
16,6,0.6276595744680851,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
16,7,0.72,0.01,76,32,0.1,0.0,0.2,64,32,16,8
16,8,0.6666666666666666,0.005677918413839926,70,16,0.4,0.0,0.3,64,32,16,8
16,9,0.47945205479452047,0.00995996161818699,76,64,0.4,0.4,0.2,64,32,16,8
16,10,0.7022222222222224,0.01,67,32,0.4,0.3,0.0,64,32,16,8
16,11,0.6666666666666667,0.01,70,32,0.3,0.3,0.0,64,32,16,8
16,12,0.6756756756756757,0.005677918413839926,84,16,0.0,0.2,0.2,64,32,16,8
16,13,0.29166666666666663,0.005213981690509149,76,64,0.4,0.0,0.3,64,32,16,8
16,14,0.7083333333333333,0.01,76,16,0.4,0.0,0.3,64,32,16,8
16,15,0.6787330316742082,0.00995996161818699,80,16,0.4,0.0,0.3,64,32,16,8
16,16,0.5497076023391813,0.005677918413839926,67,16,0.4,0.0,0.0,64,32,16,8
16,17,0.6633663366336634,0.00995996161818699,76,64,0.3,0.2,0.3,64,32,16,8
16,18,0.7105263157894737,0.006467445237436612,76,16,0.4,0.0,0.3,64,32,16,8
16,19,0.22,0.005213981690509149,87,16,0.4,0.0,0.3,64,32,16,8
16,20,0.6568627450980392,0.01,67,16,0.4,0.0,0.0,64,32,16,8
17,1,0.6041666666666666,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
17,2,0.4585987261146497,0.005677918413839926,84,16,0.0,0.0,0.2,64,32,16,8
17,3,0.7117117117117119,0.007517289748872624,67,16,0.4,0.2,0.0,64,32,16,8
17,4,0.5086705202312138,0.005677918413839926,84,16,0.0,0.2,0.2,64,32,16,8
17,5,0.6636363636363636,0.005677918413839926,70,32,0.4,0.0,0.3,64,32,16,8
17,6,0.813953488372093,0.006467445237436612,67,16,0.0,0.0,0.0,64,32,16,8
17,7,0.6310160427807487,0.01,76,32,0.4,0.3,0.3,64,32,16,8
17,8,0.53125,0.00995996161818699,70,32,0.3,0.3,0.3,64,32,16,8
17,9,0.6586826347305389,0.01,80,16,0.4,0.0,0.0,64,32,16,8
17,10,0.7549668874172185,0.01,57,16,0.3,0.0,0.3,64,32,16,8
17,11,0.4383561643835616,0.005677918413839926,70,16,0.4,0.3,0.3,64,32,16,8
17,12,0.7000000000000001,0.01,67,32,0.4,0.3,0.0,64,32,16,8
17,13,0.7888888888888889,0.00995996161818699,76,64,0.3,0.2,0.3,64,32,16,8
17,14,0.7870967741935484,0.006467445237436612,76,16,0.4,0.0,0.3,64,32,16,8
17,15,0.38095238095238093,0.01,76,16,0.4,0.0,0.3,64,32,16,8
17,16,0.6496815286624203,0.00995996161818699,65,16,0.4,0.0,0.3,64,32,16,8
17,17,0.6863905325443787,0.01,76,16,0.4,0.0,0.3,64,32,16,8
17,18,0.7575757575757577,0.01,76,16,0.4,0.0,0.3,64,32,16,8
17,19,0.6909090909090909,0.00995996161818699,89,16,0.4,0.0,0.0,64,32,16,8
17,20,0.5466666666666666,0.01,76,32,0.1,0.0,0.2,64,32,16,8
18,1,0.7647058823529412,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
18,2,0.6728971962616822,0.01,67,32,0.4,0.0,0.0,64,32,16,8
18,3,0.024390243902439022,0.005310935359469797,67,16,0.3,0.3,0.0,64,32,16,8
18,4,0.35064935064935066,0.01,67,16,0.2,0.0,0.3,64,32,16,8
18,5,0.6927374301675978,0.006467445237436612,76,16,0.4,0.0,0.0,64,32,16,8
18,6,0.7582417582417583,0.01,76,16,0.4,0.0,0.3,64,32,16,8
18,7,0.5986394557823128,0.01,76,16,0.4,0.0,0.3,64,32,16,8
18,8,0.7142857142857143,0.01,76,16,0.4,0.0,0.3,64,32,16,8
18,9,0.3283582089552239,0.006467445237436612,76,16,0.4,0.0,0.3,64,32,16,8
18,10,0.735632183908046,0.00995996161818699,76,64,0.3,0.2,0.3,64,32,16,8
18,11,0.6700507614213198,0.006467445237436612,67,16,0.0,0.0,0.0,64,32,16,8
18,12,0.6697674418604651,0.01,67,32,0.4,0.2,0.3,64,32,16,8
18,13,0.6862745098039215,0.007892538192076616,76,64,0.3,0.3,0.0,64,32,16,8
18,14,0.31034482758620685,0.004868594016493276,67,64,0.3,0.2,0.3,64,32,16,8
18,15,0.5063291139240506,0.007517289748872624,76,16,0.4,0.3,0.4,64,32,16,8
18,16,0.6540880503144653,0.00995996161818699,90,16,0.4,0.0,0.3,64,32,16,8
18,17,0.2777777777777778,0.01,76,16,0.4,0.0,0.0,64,32,16,8
18,18,0.6792452830188679,0.01,76,16,0.4,0.0,0.3,64,32,16,8
18,19,0.5762711864406779,0.01,76,16,0.4,0.0,0.3,64,32,16,8
18,20,0.6842105263157895,0.007517289748872624,57,16,0.4,0.0,0.0,64,32,16,8
19,1,0.6666666666666667,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
19,2,0.6951871657754011,0.00995996161818699,76,16,0.4,0.0,0.1,64,32,16,8
19,3,0.42105263157894735,0.00995996161818699,76,64,0.1,0.2,0.3,64,32,16,8
19,4,0.7117117117117119,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
19,5,0.8152866242038217,0.01,76,16,0.4,0.0,0.3,64,32,16,8
19,6,0.7234042553191489,0.006467445237436612,76,64,0.3,0.0,0.3,64,32,16,8
19,7,0.2342342342342342,0.00995996161818699,76,16,0.4,0.2,0.0,64,32,16,8
19,8,0.5751633986928105,0.006467445237436612,76,64,0.3,0.0,0.3,64,32,16,8
19,9,0.7567567567567568,0.00995996161818699,76,16,0.4,0.0,0.0,64,32,16,8
19,10,0.5,0.01,76,16,0.4,0.0,0.3,64,32,16,8
19,11,0.4533333333333333,0.01,84,16,0.4,0.0,0.3,64,32,16,8
19,12,0.32432432432432434,0.01,67,16,0.4,0.0,0.3,64,32,16,8
19,13,0.53551912568306,0.01,77,32,0.4,0.0,0.4,64,32,16,8
19,14,0.6666666666666667,0.006467445237436612,83,16,0.4,0.0,0.0,64,32,16,8
19,15,0.5657894736842106,0.01,76,16,0.4,0.0,0.3,64,32,16,8
19,16,0.3157894736842105,0.009961834565023787,76,16,0.4,0.0,0.3,64,32,16,8
19,17,0.6948356807511735,0.006467445237436612,76,16,0.4,0.4,0.0,64,32,16,8
19,18,0.25,0.01,76,16,0.4,0.0,0.3,64,32,16,8
19,19,0.75,0.01,76,32,0.4,0.0,0.3,64,32,16,8
19,20,0.044444444444444446,0.01,76,64,0.3,0.2,0.3,64,32,16,8
20,1,0.5795454545454546,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
20,2,0.26262626262626265,0.0030027800257618367,76,64,0.3,0.0,0.3,64,32,16,8
20,3,0.6709677419354838,0.006467445237436612,76,64,0.3,0.1,0.3,64,32,16,8
20,4,0.7549019607843136,0.006467445237436612,76,16,0.4,0.0,0.0,64,32,16,8
20,5,0.6971428571428572,0.00995996161818699,76,16,0.4,0.4,0.0,64,32,16,8
20,6,0.5771812080536912,0.01,76,32,0.4,0.0,0.3,64,32,16,8
20,7,0.6538461538461539,0.00995996161818699,74,16,0.4,0.0,0.3,64,32,16,8
20,8,0.7272727272727273,0.006467445237436612,76,16,0.4,0.0,0.3,64,32,16,8
20,9,0.40776699029126207,0.00995996161818699,76,64,0.3,0.0,0.3,64,32,16,8
20,10,0.7853403141361256,0.01,76,16,0.4,0.0,0.3,64,32,16,8
20,11,0.7474747474747473,0.00995996161818699,84,16,0.4,0.0,0.3,64,32,16,8
20,12,0.6629834254143647,0.01,84,64,0.4,0.0,0.3,64,32,16,8
20,13,0.6666666666666667,0.006467445237436612,76,16,0.3,0.0,0.3,64,32,16,8
20,14,0.46052631578947373,0.009610236013093973,76,16,0.4,0.0,0.3,64,32,16,8
20,15,0.6770833333333334,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
20,16,0.6886792452830189,0.01,76,32,0.4,0.0,0.3,64,32,16,8
20,17,0.4624277456647399,0.01,76,16,0.3,0.0,0.3,64,32,16,8
20,18,0.6774193548387097,0.00995996161818699,76,16,0.4,0.0,0.1,64,32,16,8
20,19,0.761904761904762,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
20,20,0.024390243902439022,0.01,78,16,0.4,0.0,0.3,64,32,16,8
21,1,0.7250000000000001,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
21,2,0.7307692307692308,0.00995996161818699,76,16,0.4,0.0,0.0,64,32,16,8
21,3,0.7252747252747253,0.00995996161818699,76,16,0.4,0.4,0.1,64,32,16,8
21,4,0.6770833333333334,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
21,5,0.7476635514018691,0.006467445237436612,76,16,0.4,0.3,0.3,64,32,16,8
21,6,0.7486631016042781,0.00995996161818699,84,16,0.4,0.0,0.3,64,32,16,8
21,7,0.7320261437908497,0.01,76,16,0.4,0.3,0.4,64,32,16,8
21,8,0.6432748538011697,0.005325277549792905,76,16,0.4,0.0,0.3,64,32,16,8
21,9,0.6012269938650306,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
21,10,0.7105263157894737,0.01,76,32,0.4,0.0,0.3,64,32,16,8
21,11,0.6276595744680851,0.00995996161818699,76,16,0.3,0.0,0.3,64,32,16,8
21,12,0.7441860465116278,0.006467445237436612,76,16,0.4,0.0,0.0,64,32,16,8
21,13,0.6854460093896714,0.00995996161818699,64,16,0.4,0.0,0.1,64,32,16,8
21,14,0.7052023121387283,0.00995996161818699,74,16,0.4,0.0,0.3,64,32,16,8
21,15,0.4533333333333333,0.006467445237436612,76,64,0.3,0.1,0.3,64,32,16,8
21,16,0.6666666666666667,0.006467445237436612,90,16,0.4,0.1,0.3,64,32,16,8
21,17,0.6604651162790698,0.01,76,16,0.4,0.0,0.0,64,32,16,8
21,18,0.08695652173913042,0.00995996161818699,76,16,0.4,0.0,0.0,64,32,16,8
21,19,0.5685279187817259,0.006467445237436612,76,16,0.3,0.0,0.3,64,32,16,8
21,20,0.5842696629213482,0.01,76,16,0.4,0.1,0.3,64,32,16,8
22,1,0.6092715231788078,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
22,2,0.6461538461538462,0.00995996161818699,84,16,0.4,0.0,0.3,64,32,16,8
22,3,0.31666666666666665,0.01,76,32,0.2,0.0,0.4,64,32,16,8
22,4,0.7336683417085426,0.00995996161818699,76,16,0.1,0.0,0.3,64,32,16,8
22,5,0.36734693877551017,0.00995996161818699,84,16,0.4,0.0,0.3,64,32,16,8
22,6,0.7488151658767772,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
22,7,0.7239819004524887,0.0038612959271377588,76,16,0.4,0.0,0.3,64,32,16,8
22,8,0.7263681592039799,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
22,9,0.7079646017699115,0.01,64,16,0.4,0.3,0.4,64,32,16,8
22,10,0.5401459854014599,0.004221265241994737,84,16,0.4,0.0,0.0,64,32,16,8
22,11,0.7488151658767772,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
22,12,0.650887573964497,0.00995996161818699,76,16,0.4,0.4,0.1,64,32,16,8
22,13,0.7272727272727271,0.00995996161818699,76,16,0.4,0.0,0.1,64,32,16,8
22,14,0.7777777777777777,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
22,15,0.7222222222222222,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
22,16,0.2878787878787879,0.00995996161818699,76,16,0.4,0.0,0.2,64,32,16,8
22,17,0.7875647668393783,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
22,18,0.631578947368421,0.01,84,32,0.4,0.0,0.3,64,32,16,8
22,19,0.6758620689655173,0.006467445237436612,76,16,0.4,0.0,0.0,64,32,16,8
22,20,0.7162790697674418,0.006467445237436612,76,16,0.4,0.0,0.0,64,32,16,8
23,1,0.7300000000000001,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
23,2,0.6534653465346534,0.01,76,16,0.4,0.0,0.3,64,32,16,8
23,3,0.6905829596412557,0.00995996161818699,76,16,0.1,0.0,0.3,64,32,16,8
23,4,0.7246376811594204,0.00995996161818699,84,16,0.4,0.0,0.3,64,32,16,8
23,5,0.6357615894039735,0.01,84,32,0.4,0.3,0.3,64,32,16,8
23,6,0.2641509433962264,0.00995996161818699,76,16,0.4,0.4,0.1,64,32,16,8
23,7,0.7448979591836735,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
23,8,0.319327731092437,0.00995996161818699,76,16,0.4,0.0,0.1,64,32,16,8
23,9,0.4651162790697674,0.01,76,64,0.4,0.0,0.0,64,32,16,8
23,10,0.7109004739336493,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
23,11,0.768472906403941,0.00995996161818699,76,16,0.3,0.0,0.3,64,32,16,8
23,12,0.6851851851851851,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
23,13,0.588235294117647,0.00995996161818699,84,16,0.2,0.3,0.3,64,32,16,8
23,14,0.5637583892617448,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
23,15,0.7105263157894737,0.0038612959271377588,84,16,0.4,0.3,0.2,64,32,16,8
23,16,0.6382978723404256,0.00995996161818699,76,32,0.4,0.0,0.3,64,32,16,8
23,17,0.7150837988826816,0.00995996161818699,84,16,0.1,0.3,0.3,64,32,16,8
23,18,0.6,0.01,64,16,0.4,0.3,0.4,64,32,16,8
23,19,0.022988505747126436,0.00995996161818699,76,16,0.1,0.0,0.3,64,32,16,8
23,20,0.7710843373493975,0.00995996161818699,76,32,0.4,0.0,0.3,64,32,16,8
24,1,0.701923076923077,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
24,2,0.7578947368421053,0.01,76,32,0.2,0.0,0.3,64,32,16,8
24,3,0.6666666666666666,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
24,4,0.40336134453781514,0.00995996161818699,76,32,0.1,0.0,0.3,64,32,16,8
24,5,0.53125,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
24,6,0.676056338028169,0.00995996161818699,84,16,0.1,0.3,0.3,64,32,16,8
24,7,0.6836734693877551,0.00995996161818699,84,16,0.3,0.3,0.3,64,32,16,8
24,8,0.6666666666666667,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
24,9,0.611111111111111,0.00995996161818699,76,16,0.1,0.0,0.3,64,32,16,8
24,10,0.688888888888889,0.00995996161818699,84,16,0.4,0.0,0.3,64,32,16,8
24,11,0.5308641975308642,0.00995996161818699,76,32,0.1,0.0,0.3,64,32,16,8
24,12,0.7500000000000001,0.00995996161818699,76,32,0.4,0.0,0.1,64,32,16,8
24,13,0.7027027027027027,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
24,14,0.5373134328358209,0.00995996161818699,62,16,0.4,0.0,0.3,64,32,16,8
24,15,0.5542168674698795,0.00995996161818699,84,32,0.4,0.0,0.3,64,32,16,8
24,16,0.1590909090909091,0.007301947722873685,76,32,0.3,0.0,0.3,64,32,16,8
24,17,0.5109489051094891,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
24,18,0.7215189873417721,0.00995996161818699,84,16,0.3,0.0,0.3,64,32,16,8
24,19,0.6766917293233082,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
24,20,0.6214689265536723,0.01,84,16,0.1,0.3,0.3,64,32,16,8
25,1,0.7745098039215687,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
25,2,0.4186046511627907,0.00995996161818699,76,32,0.4,0.0,0.3,64,32,16,8
25,3,0.6203208556149732,0.01,76,32,0.2,0.0,0.1,64,32,16,8
25,4,0.6551724137931035,0.01,76,16,0.2,0.0,0.1,64,32,16,8
25,5,0.5599999999999999,0.00995996161818699,76,32,0.4,0.0,0.3,64,32,16,8
25,6,0.6666666666666666,0.00995996161818699,76,64,0.1,0.0,0.3,64,32,16,8
25,7,0.7096774193548387,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
25,8,0.5945945945945946,0.00995996161818699,76,32,0.2,0.0,0.1,64,32,16,8
25,9,0.7559808612440192,0.01,76,32,0.4,0.0,0.1,64,32,16,8
25,10,0.5759162303664922,0.01,76,16,0.2,0.0,0.3,64,32,16,8
25,11,0.6666666666666666,0.00995996161818699,76,16,0.4,0.0,0.1,64,32,16,8
25,12,0.6071428571428571,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
25,13,0.6625,0.01,84,16,0.1,0.3,0.3,64,32,16,8
25,14,0.42519685039370075,0.00995996161818699,76,16,0.1,0.0,0.3,64,32,16,8
25,15,0.6344827586206897,0.00995996161818699,76,32,0.4,0.0,0.1,64,32,16,8
25,16,0.45517241379310336,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
25,17,0.5276073619631901,0.00995996161818699,84,16,0.3,0.3,0.3,64,32,16,8
25,18,0.5578231292517007,0.00995996161818699,76,16,0.2,0.0,0.3,64,32,16,8
25,19,0.8045977011494253,0.00995996161818699,76,16,0.4,0.1,0.3,64,32,16,8
25,20,0.3442622950819672,0.00995996161818699,84,16,0.4,0.3,0.3,64,32,16,8
26,1,0.5810810810810811,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
26,2,0.7126436781609194,0.00995996161818699,76,32,0.2,0.3,0.1,64,32,16,8
26,3,0.45714285714285713,0.00995996161818699,84,16,0.4,0.0,0.3,64,32,16,8
26,4,0.759776536312849,0.01,76,32,0.4,0.0,0.0,64,32,16,8
26,5,0.6623376623376623,0.01,76,16,0.2,0.0,0.3,64,32,16,8
26,6,0.5970149253731343,0.00995996161818699,76,16,0.4,0.0,0.1,64,32,16,8
26,7,0.7577639751552795,0.00995996161818699,76,16,0.4,0.1,0.3,64,32,16,8
26,8,0.7692307692307692,0.01,76,16,0.2,0.0,0.1,64,32,16,8
26,9,0.7214611872146118,0.00995996161818699,84,32,0.4,0.3,0.3,64,32,16,8
26,10,0.7425742574257427,0.01,76,32,0.4,0.0,0.1,64,32,16,8
26,11,0.6751592356687897,0.00995996161818699,76,32,0.2,0.3,0.3,64,32,16,8
26,12,0.7425742574257427,0.00995996161818699,76,32,0.3,0.0,0.3,64,32,16,8
26,13,0.7011494252873562,0.01,76,64,0.2,0.0,0.1,64,32,16,8
26,14,0.6952380952380952,0.01,90,16,0.2,0.1,0.1,64,32,16,8
26,15,0.4520547945205479,0.01,76,32,0.3,0.3,0.3,64,32,16,8
26,16,0.7500000000000001,0.00995996161818699,76,16,0.4,0.1,0.3,64,32,16,8
26,17,0.7168141592920354,0.00995996161818699,76,64,0.4,0.0,0.3,64,32,16,8
26,18,0.5894736842105263,0.00995996161818699,76,32,0.4,0.0,0.1,64,32,16,8
26,19,0.6933333333333334,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
26,20,0.7411764705882353,0.00995996161818699,76,64,0.4,0.3,0.3,64,32,16,8
27,1,0.4999999999999999,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
27,2,0.6572769953051644,0.01,76,32,0.4,0.0,0.0,64,32,16,8
27,3,0.2752293577981651,0.00995996161818699,76,32,0.2,0.3,0.1,64,32,16,8
27,4,0.7532467532467533,0.008141519177124528,76,32,0.4,0.0,0.1,64,32,16,8
27,5,0.8023952095808382,0.01,76,32,0.4,0.0,0.0,64,32,16,8
27,6,0.14893617021276595,0.00995996161818699,76,16,0.2,0.0,0.3,64,32,16,8
27,7,0.7675675675675676,0.01,76,32,0.3,0.0,0.3,64,32,16,8
27,8,0.4918032786885245,0.0076278599760107235,76,32,0.3,0.0,0.3,64,32,16,8
27,9,0.8,0.01,76,64,0.4,0.4,0.3,64,32,16,8
27,10,0.7784431137724551,0.01,76,16,0.2,0.0,0.1,64,32,16,8
27,11,0.4915254237288136,0.01,71,32,0.4,0.0,0.0,64,32,16,8
27,12,0.7374301675977653,0.01,76,32,0.2,0.0,0.1,64,32,16,8
27,13,0.7333333333333333,0.01,76,16,0.4,0.0,0.1,64,32,16,8
27,14,0.6956521739130435,0.00995996161818699,76,16,0.4,0.1,0.3,64,32,16,8
27,15,0.0898876404494382,0.00995996161818699,76,64,0.4,0.1,0.3,64,32,16,8
27,16,0.6923076923076923,0.00995996161818699,76,32,0.4,0.1,0.3,64,32,16,8
27,17,0.5217391304347826,0.00995996161818699,76,16,0.4,0.3,0.1,64,32,16,8
27,18,0.7031963470319634,0.01,76,64,0.2,0.0,0.1,64,32,16,8
27,19,0.6255924170616113,0.01,76,32,0.2,0.3,0.1,64,32,16,8
27,20,0.3333333333333333,0.01,76,64,0.2,0.0,0.3,64,32,16,8
28,1,0.39316239316239315,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
28,2,0.7000000000000001,0.01,76,64,0.4,0.4,0.3,64,32,16,8
28,3,0.6906474820143885,0.01,76,32,0.3,0.4,0.3,64,32,16,8
28,4,0.7000000000000001,0.01,76,32,0.4,0.0,0.0,64,32,16,8
28,5,0.676056338028169,0.01,90,64,0.2,0.0,0.1,64,32,16,8
28,6,0.7523809523809523,0.01,76,16,0.2,0.0,0.3,64,32,16,8
28,7,0.4246575342465753,0.01,76,32,0.3,0.0,0.1,64,32,16,8
28,8,0.7004608294930875,0.00995996161818699,76,16,0.4,0.1,0.3,64,32,16,8
28,9,0.41726618705035967,0.00995996161818699,76,32,0.4,0.1,0.0,64,32,16,8
28,10,0.7384615384615385,0.01,76,16,0.4,0.4,0.1,64,32,16,8
28,11,0.0,0.01,65,64,0.2,0.0,0.3,64,32,16,8
28,12,0.5820895522388059,0.01,76,64,0.1,0.3,0.3,64,32,16,8
28,13,0.5,0.01,76,64,0.4,0.4,0.3,64,32,16,8
28,14,0.7757575757575756,0.01,76,32,0.3,0.0,0.4,64,32,16,8
28,15,0.6041666666666666,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
28,16,0.5555555555555556,0.01,76,32,0.4,0.0,0.1,64,32,16,8
28,17,0.71,0.01,76,16,0.4,0.0,0.0,64,32,16,8
28,18,0.5084745762711864,0.01,76,32,0.4,0.0,0.1,64,32,16,8
28,19,0.7179487179487181,0.008141519177124528,76,64,0.4,0.0,0.0,64,32,16,8
28,20,0.31034482758620685,0.01,76,32,0.3,0.0,0.3,64,32,16,8
29,1,0.4691358024691358,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
29,2,0.6,0.01,76,16,0.2,0.0,0.3,64,32,16,8
29,3,0.7252747252747253,0.01,76,64,0.4,0.4,0.3,64,32,16,8
29,4,0.7393939393939394,0.01,76,16,0.4,0.4,0.1,64,32,16,8
29,5,0.36036036036036034,0.00561513544981885,76,16,0.4,0.1,0.3,64,32,16,8
29,6,0.43283582089552236,0.01,76,32,0.3,0.0,0.4,64,32,16,8
29,7,0.6545454545454545,0.008141519177124528,76,64,0.4,0.0,0.0,64,32,16,8
29,8,0.6878306878306879,0.01,76,16,0.2,0.0,0.3,64,32,16,8
29,9,0.7320261437908497,0.01,76,16,0.4,0.0,0.0,64,32,16,8
29,10,0.43103448275862066,0.01,87,16,0.4,0.2,0.3,64,32,16,8
29,11,0.7486033519553073,0.004991162836296053,67,16,0.4,0.1,0.1,64,32,16,8
29,12,0.40707964601769914,0.01,76,64,0.2,0.0,0.1,64,32,16,8
29,13,0.7047619047619048,0.01,90,32,0.4,0.1,0.1,64,32,16,8
29,14,0.7150259067357513,0.01,76,32,0.0,0.0,0.4,64,32,16,8
29,15,0.32758620689655166,0.00995996161818699,76,16,0.3,0.0,0.3,64,32,16,8
29,16,0.5591397849462365,0.01,90,32,0.4,0.4,0.3,64,32,16,8
29,17,0.6631016042780749,0.01,76,32,0.3,0.4,0.3,64,32,16,8
29,18,0.7191011235955057,0.01,76,32,0.3,0.0,0.0,64,32,16,8
29,19,0.7333333333333333,0.01,76,32,0.4,0.0,0.4,64,32,16,8
29,20,0.8111111111111111,0.01,89,16,0.4,0.4,0.1,64,32,16,8
30,1,0.7575757575757577,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
30,2,0.7536231884057971,0.01,76,16,0.4,0.4,0.1,64,32,16,8
30,3,0.7352941176470589,0.01,76,64,0.4,0.4,0.1,64,32,16,8
30,4,0.7281553398058253,0.01,76,16,0.4,0.0,0.1,64,32,16,8
30,5,0.7835051546391752,0.01,76,32,0.0,0.3,0.4,64,32,16,8
30,6,0.751219512195122,0.01,76,64,0.4,0.4,0.1,64,32,16,8
30,7,0.6162162162162163,0.01,89,16,0.4,0.4,0.3,64,32,16,8
30,8,0.23333333333333334,0.004991162836296053,90,16,0.4,0.2,0.1,64,32,16,8
30,9,0.7209302325581395,0.01,67,32,0.4,0.1,0.1,64,32,16,8
30,10,0.4067796610169491,0.004991162836296053,63,16,0.4,0.1,0.1,64,32,16,8
30,11,0.024390243902439022,0.004991162836296053,67,16,0.4,0.1,0.1,64,32,16,8
30,12,0.5,0.004991162836296053,76,32,0.3,0.1,0.1,64,32,16,8
30,13,0.6,0.01,67,16,0.4,0.0,0.4,64,32,16,8
30,14,0.6785714285714286,0.01,76,32,0.3,0.0,0.3,64,32,16,8
30,15,0.6333333333333334,0.01,76,32,0.4,0.2,0.4,64,32,16,8
30,16,0.743718592964824,0.01,76,16,0.4,0.0,0.0,64,32,16,8
30,17,0.2857142857142857,0.01,76,16,0.3,0.0,0.0,64,32,16,8
30,18,0.38095238095238093,0.01,76,16,0.4,0.0,0.0,64,32,16,8
30,19,0.42519685039370075,0.01,76,32,0.0,0.3,0.4,64,32,16,8
30,20,0.6142857142857143,0.01,76,32,0.4,0.0,0.4,64,32,16,8
31,1,0.37037037037037035,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
31,2,0.647887323943662,0.01,63,32,0.0,0.3,0.4,64,32,16,8
31,3,0.8068181818181818,0.00995996161818699,76,16,0.4,0.0,0.3,64,32,16,8
31,4,0.5692307692307692,0.01,61,16,0.4,0.4,0.1,64,32,16,8
31,5,0.45045045045045046,0.01,79,16,0.1,0.0,0.4,64,32,16,8
31,6,0.6424870466321243,0.01,76,16,0.4,0.0,0.0,64,32,16,8
31,7,0.04301075268817204,0.01,76,16,0.4,0.0,0.0,64,32,16,8
31,8,0.7053571428571428,0.00995996161818699,76,16,0.4,0.0,0.0,64,32,16,8
31,9,0.7168141592920354,0.01,76,16,0.4,0.0,0.3,64,32,16,8
31,10,0.5217391304347826,0.01,76,32,0.0,0.3,0.4,64,32,16,8
31,11,0.6883116883116883,0.01,76,16,0.4,0.0,0.0,64,32,16,8
31,12,0.41025641025641024,0.00995996161818699,76,32,0.4,0.0,0.3,64,32,16,8
31,13,0.5365853658536585,0.01,67,32,0.4,0.1,0.1,64,32,16,8
31,14,0.39097744360902253,0.01,76,64,0.4,0.4,0.1,64,32,16,8
31,15,0.6292134831460674,0.01,76,64,0.4,0.4,0.1,64,32,16,8
31,16,0.7263157894736842,0.01,76,32,0.0,0.3,0.4,64,32,16,8
31,17,0.7425149700598802,0.01,76,32,0.0,0.3,0.4,64,32,16,8
31,18,0.7136563876651982,0.01,76,16,0.4,0.4,0.1,64,32,16,8
31,19,0.4233576642335767,0.01,76,64,0.4,0.4,0.1,64,32,16,8
31,20,0.4774193548387096,0.01,76,32,0.4,0.3,0.1,64,32,16,8
